rootbeerid,brandid,containertype,locationid,purchasedate
103558,10011,Bottle,1,2014-10-29
103260,10011,Bottle,2,2014-11-07
103279,10011,Bottle,1,2014-11-11
103442,10011,Bottle,1,2014-11-21
103384,10011,Bottle,2,2014-11-22
103250,10011,Bottle,2,2014-11-26
103380,10011,Bottle,2,2014-12-04
103498,10011,Bottle,1,2014-12-06
103243,10011,Bottle,2,2014-12-06
103597,10011,Bottle,1,2014-12-08
103491,10011,Bottle,2,2014-12-10
103346,10011,Bottle,2,2014-12-14
103549,10011,Bottle,2,2014-12-18
103449,10011,Bottle,2,2014-12-19
103295,10011,Bottle,2,2014-12-24
103355,10011,Bottle,2,2014-12-24
103321,10011,Bottle,2,2014-12-26
103377,10011,Bottle,1,2014-12-30
103461,10011,Bottle,2,2014-12-31
103264,10011,Bottle,1,2015-01-02
103519,10011,Bottle,1,2015-01-04
103560,10011,Bottle,2,2015-01-05
103576,10011,Bottle,1,2015-01-06
103544,10011,Bottle,1,2015-01-09
103446,10011,Bottle,2,2015-01-11
103375,10011,Bottle,2,2015-01-12
103487,10011,Bottle,1,2015-01-13
103378,10011,Bottle,1,2015-01-13
103587,10011,Bottle,1,2015-01-13
103501,10011,Bottle,2,2015-01-16
103301,10011,Bottle,1,2015-01-21
103392,10011,Bottle,2,2015-01-24
103248,10011,Bottle,2,2015-01-25
103237,10011,Bottle,1,2015-01-27
103311,10011,Bottle,1,2015-01-28
103416,10011,Bottle,1,2015-01-29
103369,10011,Bottle,1,2015-01-30
103590,10011,Bottle,1,2015-01-31
103451,10011,Bottle,2,2015-02-03
103230,10011,Bottle,2,2015-02-07
103476,10011,Bottle,2,2015-02-07
103231,10011,Bottle,1,2015-02-09
103462,10011,Bottle,2,2015-02-12
103523,10011,Bottle,1,2015-02-12
103432,10011,Bottle,2,2015-02-14
103343,10011,Bottle,1,2015-02-14
103350,10011,Bottle,2,2015-02-15
103540,10011,Bottle,1,2015-02-15
103417,10011,Bottle,1,2015-02-17
103253,10011,Bottle,1,2015-02-18
103272,10011,Bottle,1,2015-02-18
103294,10011,Bottle,1,2015-02-22
103290,10011,Bottle,1,2015-02-24
103324,10011,Bottle,2,2015-02-24
103564,10011,Bottle,1,2015-03-01
103486,10011,Bottle,2,2015-03-02
103522,10011,Bottle,2,2015-03-08
103580,10011,Bottle,2,2015-03-11
103238,10011,Bottle,1,2015-03-13
103546,10011,Bottle,1,2015-03-13
103317,10011,Bottle,1,2015-03-14
103469,10011,Bottle,2,2015-03-17
103224,10011,Bottle,1,2015-03-19
103286,10011,Bottle,1,2015-03-19
103604,10011,Bottle,2,2015-03-20
103395,10011,Bottle,1,2015-03-22
103257,10011,Bottle,1,2015-03-24
103588,10011,Bottle,2,2015-03-27
103362,10011,Bottle,2,2015-03-31
103280,10011,Bottle,2,2015-04-01
103551,10011,Bottle,1,2015-04-01
103477,10011,Bottle,2,2015-04-02
103466,10011,Bottle,2,2015-04-05
103255,10011,Bottle,2,2015-04-07
103433,10011,Bottle,1,2015-04-08
103440,10011,Bottle,1,2015-04-08
103528,10011,Bottle,2,2015-04-09
103376,10011,Bottle,1,2015-04-12
103300,10011,Bottle,1,2015-04-12
103308,10011,Bottle,1,2015-04-13
103533,10011,Bottle,2,2015-04-15
103345,10011,Bottle,2,2015-04-17
103521,10011,Bottle,2,2015-04-20
103539,10011,Bottle,2,2015-04-21
103472,10011,Bottle,1,2015-04-23
103541,10011,Bottle,2,2015-04-25
103453,10011,Bottle,2,2015-04-26
103256,10011,Bottle,2,2015-04-27
103266,10011,Bottle,1,2015-04-27
103563,10011,Bottle,1,2015-04-30
103527,10011,Bottle,1,2015-05-01
103407,10011,Bottle,1,2015-05-02
103379,10011,Bottle,1,2015-05-02
103578,10011,Bottle,2,2015-05-04
103598,10011,Bottle,2,2015-05-04
103600,10011,Bottle,1,2015-05-06
103400,10011,Bottle,1,2015-05-09
103584,10011,Bottle,2,2015-05-10
103457,10011,Bottle,1,2015-05-12
103284,10011,Bottle,2,2015-05-14
103330,10011,Bottle,1,2015-05-14
103480,10011,Bottle,1,2015-05-18
103465,10011,Bottle,2,2015-05-18
103316,10011,Bottle,2,2015-05-19
103565,10011,Bottle,2,2015-05-19
103340,10011,Bottle,1,2015-05-20
103436,10011,Bottle,1,2015-05-21
103566,10011,Bottle,2,2015-05-22
103591,10011,Bottle,2,2015-05-25
103287,10011,Bottle,2,2015-05-26
103525,10011,Bottle,2,2015-05-28
103586,10011,Bottle,1,2015-05-29
103282,10011,Bottle,1,2015-05-31
103356,10011,Bottle,2,2015-06-01
103404,10011,Bottle,2,2015-06-02
103455,10011,Bottle,1,2015-06-02
103456,10011,Bottle,2,2015-06-05
103360,10011,Bottle,1,2015-06-05
103309,10011,Bottle,2,2015-06-07
103583,10011,Bottle,2,2015-06-08
103515,10011,Bottle,1,2015-06-09
103423,10011,Bottle,1,2015-06-09
103277,10011,Bottle,2,2015-06-10
103370,10011,Bottle,2,2015-06-10
103575,10011,Bottle,2,2015-06-12
103409,10011,Bottle,2,2015-06-13
103327,10011,Bottle,2,2015-06-13
103557,10011,Bottle,1,2015-06-14
103468,10011,Bottle,1,2015-06-14
103329,10011,Bottle,1,2015-06-15
103550,10011,Bottle,1,2015-06-21
103323,10011,Bottle,1,2015-06-22
103337,10011,Bottle,1,2015-06-22
103610,10011,Bottle,1,2015-06-24
103494,10011,Bottle,1,2015-06-25
103474,10011,Bottle,2,2015-06-25
103532,10011,Bottle,2,2015-06-25
103328,10011,Bottle,1,2015-06-25
103582,10011,Bottle,1,2015-06-28
103413,10011,Bottle,2,2015-06-29
103529,10011,Bottle,1,2015-07-01
103421,10011,Bottle,2,2015-07-02
103507,10011,Bottle,1,2015-07-03
103484,10011,Bottle,1,2015-07-03
103410,10011,Bottle,1,2015-07-04
103319,10011,Bottle,2,2015-07-04
103431,10011,Bottle,1,2015-07-05
103447,10011,Bottle,2,2015-07-06
103485,10011,Bottle,1,2015-07-06
103390,10011,Bottle,2,2015-07-08
103227,10011,Bottle,2,2015-07-09
103322,10011,Bottle,2,2015-07-10
103545,10011,Bottle,1,2015-07-11
103579,10011,Bottle,1,2015-07-12
103273,10011,Bottle,1,2015-07-13
103386,10011,Bottle,2,2015-07-14
103233,10011,Bottle,2,2015-07-15
103229,10011,Bottle,1,2015-07-15
103247,10011,Bottle,2,2015-07-15
103483,10011,Bottle,1,2015-07-16
103543,10011,Bottle,1,2015-07-16
103559,10011,Bottle,1,2015-07-17
103374,10011,Bottle,2,2015-07-18
103589,10011,Bottle,1,2015-07-18
103271,10011,Bottle,2,2015-07-19
103254,10011,Bottle,1,2015-07-19
103516,10011,Bottle,2,2015-07-19
103226,10011,Bottle,2,2015-07-19
103418,10011,Bottle,2,2015-07-20
103276,10011,Bottle,1,2015-07-20
103344,10011,Bottle,2,2015-07-22
103235,10011,Bottle,2,2015-07-22
103363,10011,Bottle,1,2015-07-22
103281,10011,Bottle,2,2015-07-23
103531,10011,Bottle,2,2015-07-23
103240,10011,Bottle,2,2015-07-24
103349,10011,Bottle,1,2015-07-24
103336,10011,Bottle,1,2015-07-25
103332,10011,Bottle,2,2015-07-26
103285,10011,Bottle,2,2015-07-26
103422,10011,Bottle,2,2015-07-28
103567,10011,Bottle,2,2015-07-28
103500,10011,Bottle,2,2015-07-29
103396,10011,Bottle,1,2015-07-29
103495,10011,Bottle,2,2015-07-30
103241,10011,Bottle,2,2015-07-30
103397,10011,Bottle,2,2015-07-31
103278,10011,Bottle,1,2015-08-01
103320,10011,Bottle,2,2015-08-01
103608,10011,Bottle,1,2015-08-01
103270,10011,Bottle,1,2015-08-02
103593,10011,Bottle,2,2015-08-04
103445,10011,Bottle,2,2015-08-04
103460,10011,Bottle,1,2015-08-04
103524,10011,Bottle,1,2015-08-04
103331,10011,Bottle,2,2015-08-04
103419,10011,Bottle,1,2015-08-05
103299,10011,Bottle,1,2015-08-06
103292,10011,Bottle,1,2015-08-06
103506,10011,Bottle,1,2015-08-07
103530,10011,Bottle,2,2015-08-08
103574,10011,Bottle,2,2015-08-09
103594,10011,Bottle,1,2015-08-09
103347,10011,Bottle,2,2015-08-10
103471,10011,Bottle,2,2015-08-10
103612,10011,Bottle,2,2015-08-12
103312,10011,Bottle,1,2015-08-14
103482,10011,Bottle,2,2015-08-14
103334,10011,Bottle,1,2015-08-16
103497,10011,Bottle,2,2015-08-16
103535,10011,Bottle,2,2015-08-17
103232,10011,Bottle,2,2015-08-17
103570,10011,Bottle,1,2015-08-17
103441,10011,Bottle,1,2015-08-18
103412,10011,Bottle,2,2015-08-18
103352,10011,Bottle,2,2015-08-18
103361,10011,Bottle,1,2015-08-19
103556,10011,Bottle,1,2015-08-20
103526,10011,Bottle,1,2015-08-20
103599,10011,Bottle,1,2015-08-20
103304,10011,Bottle,1,2015-08-20
103492,10011,Bottle,1,2015-08-22
103245,10011,Bottle,2,2015-08-23
103364,10011,Bottle,2,2015-08-23
103402,10011,Bottle,1,2015-08-23
103512,10011,Bottle,1,2015-08-26
103448,10011,Bottle,2,2015-08-27
103393,10011,Bottle,2,2015-08-28
103435,10011,Bottle,1,2015-08-29
103504,10011,Bottle,2,2015-08-30
103244,10011,Bottle,2,2015-09-01
103265,10011,Bottle,1,2015-09-01
103493,10011,Bottle,1,2015-09-02
103267,10011,Bottle,1,2015-09-07
103315,10011,Bottle,2,2015-09-07
103249,10011,Bottle,2,2015-09-08
103353,10011,Bottle,1,2015-09-10
103385,10011,Bottle,1,2015-09-17
103503,10011,Bottle,1,2015-09-24
103399,10011,Bottle,1,2015-09-27
103568,10011,Bottle,2,2015-09-29
103601,10011,Bottle,2,2015-09-30
103242,10011,Bottle,2,2015-10-01
103425,10011,Bottle,1,2015-10-05
103398,10011,Bottle,2,2015-10-07
103459,10011,Bottle,2,2015-10-12
103251,10011,Bottle,2,2015-10-12
103611,10011,Bottle,2,2015-10-13
103252,10011,Bottle,1,2015-10-15
103542,10011,Bottle,1,2015-10-17
103499,10011,Bottle,2,2015-10-19
103382,10011,Bottle,2,2015-10-20
103602,10011,Bottle,1,2015-10-25
103607,10011,Bottle,2,2015-10-26
103223,10011,Bottle,1,2015-10-28
103318,10011,Bottle,2,2015-11-05
103592,10011,Bottle,2,2015-11-07
103596,10011,Bottle,2,2015-11-07
103358,10011,Bottle,2,2015-11-08
103478,10011,Bottle,2,2015-11-11
103434,10011,Bottle,1,2015-11-12
103348,10011,Bottle,1,2015-11-12
103502,10011,Bottle,1,2015-11-12
103228,10011,Bottle,2,2015-11-13
103609,10011,Bottle,1,2015-11-21
103488,10011,Bottle,1,2015-11-23
103359,10011,Bottle,1,2015-11-24
103426,10011,Bottle,2,2015-11-24
103351,10011,Bottle,2,2015-11-25
103274,10011,Bottle,2,2015-11-27
103555,10011,Bottle,2,2015-11-29
103239,10011,Bottle,1,2015-12-02
103553,10011,Bottle,2,2015-12-06
103391,10011,Bottle,2,2015-12-09
103581,10011,Bottle,1,2015-12-10
103325,10011,Bottle,2,2015-12-10
103505,10011,Bottle,1,2015-12-10
103481,10011,Bottle,1,2015-12-12
103234,10011,Bottle,2,2015-12-15
103262,10011,Bottle,1,2015-12-17
103310,10011,Bottle,2,2015-12-20
103258,10011,Bottle,2,2015-12-22
103408,10011,Bottle,1,2015-12-23
103428,10011,Bottle,2,2015-12-23
103373,10011,Bottle,2,2015-12-24
103333,10011,Bottle,1,2015-12-25
103339,10011,Bottle,1,2015-12-29
103305,10011,Bottle,2,2015-12-30
103263,10011,Bottle,1,2016-01-01
103420,10011,Bottle,2,2016-01-03
103291,10011,Bottle,2,2016-01-05
103221,10011,Bottle,2,2016-01-13
103489,10011,Bottle,2,2016-01-14
103368,10011,Bottle,2,2016-01-16
103547,10011,Bottle,1,2016-01-16
103518,10011,Bottle,2,2016-01-18
103383,10011,Bottle,2,2016-01-20
103365,10011,Bottle,1,2016-01-27
103275,10011,Bottle,2,2016-01-28
103314,10011,Bottle,1,2016-01-28
103411,10011,Bottle,1,2016-01-31
103381,10011,Bottle,1,2016-02-03
103401,10011,Bottle,2,2016-02-06
103424,10011,Bottle,2,2016-02-08
103297,10011,Bottle,2,2016-02-09
103354,10011,Bottle,1,2016-02-10
103388,10011,Bottle,1,2016-02-15
103577,10011,Bottle,1,2016-02-18
103475,10011,Bottle,2,2016-02-20
103303,10011,Bottle,2,2016-03-01
103269,10011,Bottle,1,2016-03-03
103509,10011,Bottle,2,2016-03-04
103554,10011,Bottle,1,2016-03-05
103561,10011,Bottle,2,2016-03-05
103514,10011,Bottle,2,2016-03-07
103306,10011,Bottle,2,2016-03-08
103479,10011,Bottle,2,2016-03-14
103470,10011,Bottle,1,2016-03-18
103389,10011,Bottle,1,2016-03-22
103220,10011,Bottle,2,2016-03-27
103467,10011,Bottle,1,2016-04-02
103406,10011,Bottle,2,2016-04-02
103289,10011,Bottle,2,2016-04-02
103538,10011,Bottle,1,2016-04-08
103603,10011,Bottle,2,2016-04-08
103261,10011,Bottle,1,2016-04-13
103606,10011,Bottle,1,2016-04-15
103464,10011,Bottle,1,2016-04-15
103595,10011,Bottle,2,2016-04-20
103341,10011,Bottle,2,2016-04-20
103298,10011,Bottle,2,2016-04-24
103430,10011,Bottle,2,2016-04-24
103605,10011,Bottle,2,2016-04-25
103552,10011,Bottle,2,2016-04-26
103585,10011,Bottle,1,2016-04-27
103236,10011,Bottle,2,2016-04-28
103444,10011,Bottle,2,2016-04-28
103463,10011,Bottle,2,2016-05-08
103219,10011,Bottle,1,2016-05-09
103548,10011,Bottle,1,2016-05-09
103283,10011,Bottle,2,2016-05-09
103225,10011,Bottle,2,2016-05-09
103313,10011,Bottle,1,2016-05-11
103511,10011,Bottle,2,2016-05-12
103513,10011,Bottle,2,2016-05-12
103536,10011,Bottle,1,2016-05-16
103490,10011,Bottle,1,2016-05-23
103405,10011,Bottle,2,2016-05-25
103387,10011,Bottle,2,2016-05-27
103268,10011,Bottle,2,2016-05-28
103534,10011,Bottle,2,2016-05-28
103508,10011,Bottle,2,2016-05-29
103335,10011,Bottle,2,2016-06-02
103458,10011,Bottle,2,2016-06-02
103415,10011,Bottle,1,2016-06-02
103366,10011,Bottle,1,2016-06-02
103222,10011,Bottle,2,2016-06-05
103293,10011,Bottle,2,2016-06-05
103302,10011,Bottle,2,2016-06-09
103371,10011,Bottle,1,2016-06-12
103429,10011,Bottle,2,2016-06-17
103438,10011,Bottle,2,2016-06-18
103496,10011,Bottle,2,2016-06-20
103573,10011,Bottle,1,2016-06-21
103473,10011,Bottle,1,2016-06-21
103307,10011,Bottle,2,2016-06-24
103403,10011,Bottle,2,2016-06-26
103394,10011,Bottle,2,2016-06-27
103372,10011,Bottle,2,2016-07-07
103450,10011,Bottle,2,2016-07-07
103367,10011,Bottle,1,2016-07-07
103569,10011,Bottle,2,2016-07-08
103342,10011,Bottle,1,2016-07-12
103443,10011,Bottle,2,2016-07-15
103427,10011,Bottle,2,2016-07-18
103510,10011,Bottle,1,2016-07-24
103452,10011,Bottle,2,2016-07-29
103296,10011,Bottle,1,2016-07-30
106380,10011,Bottle,2,2016-07-31
103572,10011,Bottle,1,2016-08-05
103439,10011,Bottle,1,2016-08-14
106406,10011,Bottle,1,2016-08-15
106411,10011,Bottle,1,2016-08-24
106359,10011,Bottle,2,2016-08-28
106382,10011,Bottle,1,2016-09-14
106343,10011,Bottle,1,2016-09-19
103940,10012,Bottle,2,2014-06-27
104033,10012,Bottle,1,2014-07-31
103989,10012,Bottle,1,2014-08-19
104077,10012,Bottle,1,2014-09-13
103765,10012,Bottle,1,2014-09-24
103908,10012,Bottle,1,2014-09-24
103930,10012,Bottle,1,2014-09-28
103881,10012,Bottle,2,2014-09-30
103614,10012,Bottle,1,2014-10-01
103726,10012,Bottle,1,2014-10-08
103976,10012,Bottle,2,2014-10-12
103839,10012,Bottle,2,2014-10-27
103696,10012,Bottle,2,2014-10-27
103844,10012,Bottle,1,2014-10-30
104008,10012,Bottle,1,2014-10-30
103922,10012,Bottle,1,2014-11-01
104009,10012,Bottle,1,2014-11-06
104021,10012,Bottle,2,2014-11-11
103712,10012,Bottle,2,2014-11-13
103750,10012,Bottle,2,2014-11-14
103963,10012,Bottle,1,2014-11-14
103673,10012,Bottle,2,2014-11-15
103902,10012,Bottle,1,2014-11-28
103848,10012,Bottle,1,2014-12-15
103675,10012,Bottle,2,2014-12-15
103882,10012,Bottle,2,2014-12-15
103720,10012,Bottle,1,2014-12-19
103773,10012,Bottle,1,2014-12-20
103809,10012,Bottle,1,2014-12-27
103659,10012,Bottle,2,2014-12-27
103692,10012,Bottle,2,2014-12-29
103710,10012,Bottle,2,2014-12-29
104068,10012,Bottle,2,2014-12-31
104070,10012,Bottle,1,2015-01-03
103697,10012,Bottle,1,2015-01-04
104024,10012,Bottle,2,2015-01-07
104001,10012,Bottle,1,2015-01-08
103647,10012,Bottle,2,2015-01-12
104073,10012,Bottle,2,2015-01-13
103794,10012,Bottle,2,2015-01-14
103797,10012,Bottle,1,2015-01-15
103756,10012,Bottle,2,2015-01-22
104066,10012,Bottle,2,2015-01-30
103854,10012,Bottle,2,2015-01-30
103951,10012,Bottle,2,2015-01-31
103662,10012,Bottle,2,2015-02-01
103932,10012,Bottle,2,2015-02-01
103635,10012,Bottle,1,2015-02-03
103826,10012,Bottle,2,2015-02-04
103793,10012,Bottle,1,2015-02-04
103805,10012,Bottle,2,2015-02-05
104023,10012,Bottle,2,2015-02-06
104018,10012,Bottle,1,2015-02-07
104046,10012,Bottle,1,2015-02-09
103928,10012,Bottle,2,2015-02-10
104010,10012,Bottle,1,2015-02-11
103735,10012,Bottle,1,2015-02-12
103749,10012,Bottle,1,2015-02-17
103939,10012,Bottle,1,2015-02-19
104048,10012,Bottle,1,2015-02-19
103785,10012,Bottle,1,2015-02-21
104003,10012,Bottle,2,2015-02-21
103676,10012,Bottle,2,2015-02-24
103972,10012,Bottle,1,2015-02-25
103781,10012,Bottle,1,2015-02-26
104084,10012,Bottle,1,2015-02-27
104082,10012,Bottle,2,2015-02-27
103769,10012,Bottle,2,2015-02-28
103971,10012,Bottle,2,2015-03-02
103801,10012,Bottle,2,2015-03-04
104095,10012,Bottle,1,2015-03-05
104037,10012,Bottle,1,2015-03-06
103774,10012,Bottle,2,2015-03-08
103957,10012,Bottle,1,2015-03-09
103820,10012,Bottle,1,2015-03-12
103877,10012,Bottle,2,2015-03-13
103840,10012,Bottle,2,2015-03-18
103836,10012,Bottle,2,2015-03-20
103695,10012,Bottle,1,2015-03-21
103767,10012,Bottle,1,2015-03-21
103777,10012,Bottle,1,2015-03-22
103803,10012,Bottle,2,2015-03-22
103770,10012,Bottle,2,2015-03-23
103979,10012,Bottle,2,2015-03-27
103811,10012,Bottle,1,2015-03-27
103707,10012,Bottle,2,2015-03-28
103670,10012,Bottle,2,2015-03-29
103657,10012,Bottle,1,2015-03-29
103668,10012,Bottle,2,2015-03-30
103991,10012,Bottle,2,2015-03-30
104000,10012,Bottle,1,2015-04-01
103819,10012,Bottle,2,2015-04-02
103693,10012,Bottle,1,2015-04-04
103757,10012,Bottle,1,2015-04-05
103641,10012,Bottle,1,2015-04-07
103978,10012,Bottle,2,2015-04-07
103942,10012,Bottle,2,2015-04-08
103993,10012,Bottle,2,2015-04-08
103936,10012,Bottle,1,2015-04-09
103636,10012,Bottle,2,2015-04-10
103909,10012,Bottle,1,2015-04-10
103680,10012,Bottle,2,2015-04-10
103702,10012,Bottle,2,2015-04-12
104022,10012,Bottle,2,2015-04-15
103845,10012,Bottle,2,2015-04-15
103952,10012,Bottle,2,2015-04-17
103706,10012,Bottle,1,2015-04-17
103699,10012,Bottle,2,2015-04-18
103788,10012,Bottle,1,2015-04-19
103835,10012,Bottle,2,2015-04-20
103736,10012,Bottle,2,2015-04-22
103883,10012,Bottle,2,2015-04-22
103701,10012,Bottle,1,2015-04-28
104061,10012,Bottle,1,2015-04-28
103878,10012,Bottle,2,2015-04-29
103708,10012,Bottle,1,2015-04-29
103649,10012,Bottle,2,2015-05-01
103679,10012,Bottle,1,2015-05-03
103926,10012,Bottle,2,2015-05-06
103873,10012,Bottle,2,2015-05-08
103937,10012,Bottle,2,2015-05-09
104094,10012,Bottle,1,2015-05-10
103829,10012,Bottle,2,2015-05-11
104015,10012,Bottle,2,2015-05-11
103866,10012,Bottle,2,2015-05-12
103783,10012,Bottle,2,2015-05-13
104057,10012,Bottle,2,2015-05-14
103618,10012,Bottle,1,2015-05-15
103716,10012,Bottle,1,2015-05-16
103620,10012,Bottle,2,2015-05-16
104005,10012,Bottle,1,2015-05-18
103733,10012,Bottle,2,2015-05-20
104075,10012,Bottle,2,2015-05-25
104014,10012,Bottle,1,2015-05-26
103721,10012,Bottle,1,2015-05-26
104042,10012,Bottle,2,2015-05-26
103986,10012,Bottle,1,2015-05-27
103977,10012,Bottle,1,2015-05-27
103841,10012,Bottle,1,2015-05-27
103643,10012,Bottle,2,2015-05-27
103813,10012,Bottle,1,2015-05-28
103992,10012,Bottle,1,2015-05-29
104052,10012,Bottle,2,2015-05-29
103946,10012,Bottle,2,2015-05-31
104004,10012,Bottle,2,2015-06-01
103798,10012,Bottle,2,2015-06-04
104097,10012,Bottle,1,2015-06-05
103715,10012,Bottle,1,2015-06-05
103758,10012,Bottle,1,2015-06-06
104096,10012,Bottle,2,2015-06-06
103802,10012,Bottle,1,2015-06-06
103901,10012,Bottle,2,2015-06-06
104088,10012,Bottle,1,2015-06-06
103927,10012,Bottle,2,2015-06-07
103766,10012,Bottle,1,2015-06-07
103893,10012,Bottle,2,2015-06-10
103907,10012,Bottle,2,2015-06-10
104069,10012,Bottle,1,2015-06-12
103888,10012,Bottle,1,2015-06-12
103950,10012,Bottle,2,2015-06-14
103623,10012,Bottle,1,2015-06-15
104076,10012,Bottle,1,2015-06-16
103988,10012,Bottle,2,2015-06-16
104039,10012,Bottle,1,2015-06-17
103800,10012,Bottle,1,2015-06-17
103759,10012,Bottle,2,2015-06-17
103627,10012,Bottle,1,2015-06-18
103741,10012,Bottle,2,2015-06-19
103688,10012,Bottle,2,2015-06-19
103763,10012,Bottle,2,2015-06-20
104041,10012,Bottle,1,2015-06-20
103812,10012,Bottle,2,2015-06-21
103704,10012,Bottle,2,2015-06-21
103996,10012,Bottle,1,2015-06-22
103747,10012,Bottle,2,2015-06-23
103727,10012,Bottle,1,2015-06-23
103870,10012,Bottle,2,2015-06-23
103764,10012,Bottle,1,2015-06-24
103842,10012,Bottle,1,2015-06-24
103895,10012,Bottle,1,2015-06-24
103732,10012,Bottle,1,2015-06-25
103806,10012,Bottle,2,2015-06-25
103935,10012,Bottle,2,2015-06-26
103837,10012,Bottle,1,2015-06-28
104053,10012,Bottle,2,2015-06-28
103874,10012,Bottle,1,2015-06-29
103655,10012,Bottle,2,2015-06-29
104031,10012,Bottle,2,2015-06-30
103644,10012,Bottle,2,2015-06-30
103674,10012,Bottle,1,2015-07-01
103969,10012,Bottle,1,2015-07-01
103958,10012,Bottle,2,2015-07-02
103779,10012,Bottle,2,2015-07-02
104098,10012,Bottle,1,2015-07-02
103789,10012,Bottle,1,2015-07-02
103746,10012,Bottle,1,2015-07-03
103778,10012,Bottle,1,2015-07-04
103945,10012,Bottle,2,2015-07-04
103943,10012,Bottle,2,2015-07-04
103780,10012,Bottle,2,2015-07-04
103700,10012,Bottle,1,2015-07-04
104080,10012,Bottle,1,2015-07-05
103825,10012,Bottle,2,2015-07-06
103911,10012,Bottle,2,2015-07-06
104028,10012,Bottle,1,2015-07-06
103953,10012,Bottle,2,2015-07-07
103831,10012,Bottle,2,2015-07-07
103903,10012,Bottle,1,2015-07-08
104047,10012,Bottle,1,2015-07-08
103628,10012,Bottle,2,2015-07-08
104083,10012,Bottle,2,2015-07-09
103889,10012,Bottle,1,2015-07-09
103642,10012,Bottle,1,2015-07-09
103725,10012,Bottle,2,2015-07-09
104065,10012,Bottle,1,2015-07-10
103652,10012,Bottle,2,2015-07-13
103711,10012,Bottle,1,2015-07-15
103681,10012,Bottle,1,2015-07-15
103923,10012,Bottle,2,2015-07-15
103646,10012,Bottle,2,2015-07-15
104081,10012,Bottle,2,2015-07-15
103929,10012,Bottle,2,2015-07-17
103724,10012,Bottle,2,2015-07-17
103683,10012,Bottle,2,2015-07-18
103865,10012,Bottle,1,2015-07-18
103669,10012,Bottle,1,2015-07-18
103964,10012,Bottle,1,2015-07-18
103949,10012,Bottle,2,2015-07-19
103975,10012,Bottle,2,2015-07-19
104050,10012,Bottle,2,2015-07-19
103856,10012,Bottle,2,2015-07-19
103804,10012,Bottle,2,2015-07-20
103859,10012,Bottle,1,2015-07-20
103833,10012,Bottle,1,2015-07-20
103900,10012,Bottle,2,2015-07-21
103954,10012,Bottle,1,2015-07-21
103918,10012,Bottle,1,2015-07-22
103821,10012,Bottle,1,2015-07-22
103838,10012,Bottle,1,2015-07-22
103685,10012,Bottle,1,2015-07-22
104011,10012,Bottle,1,2015-07-23
103686,10012,Bottle,1,2015-07-23
103615,10012,Bottle,1,2015-07-24
103734,10012,Bottle,2,2015-07-24
103807,10012,Bottle,2,2015-07-24
103621,10012,Bottle,1,2015-07-24
103729,10012,Bottle,2,2015-07-26
104013,10012,Bottle,1,2015-07-26
103890,10012,Bottle,1,2015-07-26
103832,10012,Bottle,1,2015-07-27
104092,10012,Bottle,1,2015-07-28
103784,10012,Bottle,2,2015-07-28
103799,10012,Bottle,2,2015-07-31
103970,10012,Bottle,2,2015-07-31
103834,10012,Bottle,1,2015-08-02
103691,10012,Bottle,2,2015-08-03
103843,10012,Bottle,1,2015-08-04
104025,10012,Bottle,2,2015-08-05
104044,10012,Bottle,2,2015-08-05
103987,10012,Bottle,2,2015-08-05
103810,10012,Bottle,2,2015-08-05
103862,10012,Bottle,2,2015-08-07
103709,10012,Bottle,1,2015-08-08
104020,10012,Bottle,2,2015-08-08
103982,10012,Bottle,1,2015-08-09
103651,10012,Bottle,1,2015-08-09
103823,10012,Bottle,2,2015-08-09
103980,10012,Bottle,2,2015-08-09
103672,10012,Bottle,2,2015-08-13
103817,10012,Bottle,2,2015-08-15
103852,10012,Bottle,2,2015-08-15
103654,10012,Bottle,2,2015-08-16
104006,10012,Bottle,2,2015-08-16
103824,10012,Bottle,2,2015-08-17
103791,10012,Bottle,1,2015-08-18
103796,10012,Bottle,1,2015-08-18
103748,10012,Bottle,2,2015-08-20
103645,10012,Bottle,1,2015-08-21
103648,10012,Bottle,2,2015-08-22
104058,10012,Bottle,2,2015-08-22
103705,10012,Bottle,2,2015-08-24
103896,10012,Bottle,1,2015-08-24
103718,10012,Bottle,1,2015-08-24
103624,10012,Bottle,2,2015-08-25
103818,10012,Bottle,1,2015-08-25
103914,10012,Bottle,2,2015-08-25
103983,10012,Bottle,1,2015-08-26
103703,10012,Bottle,1,2015-08-26
103994,10012,Bottle,2,2015-08-27
103990,10012,Bottle,2,2015-08-27
103638,10012,Bottle,2,2015-08-28
103722,10012,Bottle,1,2015-08-29
103915,10012,Bottle,2,2015-08-29
104029,10012,Bottle,1,2015-08-29
103658,10012,Bottle,1,2015-08-30
103790,10012,Bottle,2,2015-09-01
103723,10012,Bottle,2,2015-09-03
103891,10012,Bottle,2,2015-09-04
103776,10012,Bottle,1,2015-09-05
103876,10012,Bottle,1,2015-09-05
103868,10012,Bottle,1,2015-09-05
103906,10012,Bottle,1,2015-09-06
103786,10012,Bottle,2,2015-09-07
103998,10012,Bottle,2,2015-09-07
103897,10012,Bottle,1,2015-09-08
103782,10012,Bottle,1,2015-09-08
104035,10012,Bottle,2,2015-09-09
103872,10012,Bottle,1,2015-09-10
103637,10012,Bottle,1,2015-09-11
103630,10012,Bottle,2,2015-09-11
104036,10012,Bottle,2,2015-09-13
104063,10012,Bottle,1,2015-09-15
